NOMBRE DEL INDICADOR,Banks,Valor Indicador
CARTERA BRUTA INVERSIÓN PÚBLICA,BP AMAZONAS,0.0
TOTAL DE CRÉDITO CARTERA BRUTA,BP AMAZONAS,235759.80503
PROVISIONES CARTERA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP AMAZONAS,48.56715
PROVISIONES CARTERA PRODUCTIVO NUEVO,BP AMAZONAS,2719.76349
PROVISIONES CARTERA CONSUMO,BP AMAZONAS,8511.99953
PROVISIONES CARTERA INMOBILIARIO,BP AMAZONAS,48.56715
PROVISIONES CARTERA MICROCRÉDITO,BP AMAZONAS,73.20268
PROVISIONES CARTERA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP AMAZONAS,0.0
PROVISIONES CARTERA EDUCATIVO,BP AMAZONAS,0.0
PROVISIONES CARTERA INVERSIÓN PÚBLICA,BP AMAZONAS,0.0
PROV TOT CARTERA REFINANCIADA,BP AMAZONAS,1610.2113
PROV TOT CARTERA REESTRUCTURADA,BP AMAZONAS,1956.29914
(Provisiones para créditos incobrables),BP AMAZONAS,-11452.7645
(CARTERA DE CRÉDITOS PRODUCTIVO),BP AMAZONAS,2719.76349
PROVISIÓN CARTERA REFINANCIADA PRODUCTIVO,BP AMAZONAS,0.0
PROVISIÓN CARTERA REESTRUCTURADA PRODUCTIVO,BP AMAZONAS,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA PRODUCTIVO,BP AMAZONAS,0.0
PROVISIONES CARTERA PRODUCTIVO NUEVO,BP AMAZONAS,2719.76349
(CARTERA DE CRÉDITOS DE CONSUMO),BP AMAZONAS,4945.48909
PROVISIÓN CARTERA REFINANCIADA DE CONSUMO,BP AMAZONAS,1610.2113
PROVISIÓN CARTERA REESTRUCTURADA DE CONSUMO,BP AMAZONAS,1956.29914
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CONSUMO,BP AMAZONAS,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA CONSUMO,BP AMAZONAS,0.0
PROVISIONES CARTERA CONSUMO,BP AMAZONAS,8511.99953
(CARTERA DE CRÉDITOS INMOBILIARIO),BP AMAZONAS,48.56715
PROVISIÓN CARTERA REFINANCIADA INMOBILIARIO,BP AMAZONAS,0.0
PROVISIÓN CARTERA REESTRUCTURADA INMOBILIARIO,BP AMAZONAS,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA INMOBILIARIO,BP AMAZONAS,0.0
PROVISIONES CARTERA INMOBILIARIO,BP AMAZONAS,48.56715
(CARTERA DE CRÉDITOS PARA MICROCRÉDITO),BP AMAZONAS,73.20268
PROVISIÓN CARTERA REFINANCIADA MICROCRÉDITO,BP AMAZONAS,0.0
PROVISIÓN CARTERA REESTRUCTURADA MICROCRÉDITO,BP AMAZONAS,0.0
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE MICROCRÉDITO,BP AMAZONAS,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE MICROCRÉDITO,BP AMAZONAS,0.0
PROVISIONES CARTERA MICROCRÉDITO,BP AMAZONAS,73.20268
(CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO),BP AMAZONAS,0.0
PROVISIÓN CARTERA REFINANCIADA DE VIVIENDA DE INTERÉS PÚBLICO,BP AMAZONAS,0.0
PROVISIÓN CARTERA REESTRUCTURADA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP AMAZONAS,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP AMAZONAS,0.0
PROVISIONES CARTERA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP AMAZONAS,0.0
(CARTERA DE CRÉDITO EDUCATIVO),BP AMAZONAS,0.0
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CRÉDITO EDUCATIVO,BP AMAZONAS,0.0
PROVISIÓN CARTERA REFINANCIADA EDUCATIVO,BP AMAZONAS,0.0
PROVISIÓN CARTERA REESTRUCTURADA EDUCATIVO,BP AMAZONAS,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE CRÉDITO EDUCATIVO,BP AMAZONAS,0.0
PROVISIONES CARTERA EDUCATIVO,BP AMAZONAS,0.0
(CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA),BP AMAZONAS,0.0
PROVISIÓN CARTERA REFINANCIADA DE INVERSIÓN PÚBLICA,BP AMAZONAS,0.0
PROVISIÓN CARTERA REESTRUCTURADA DE INVERSIÓN PÚBLICA,BP AMAZONAS,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE INVERSIÓN PÚBLICA,BP AMAZONAS,0.0
PROVISIONES CARTERA INVERSIÓN PÚBLICA,BP AMAZONAS,0.0
PROVISIONES CARTERA REFINANCIADA,BP AMAZONAS,1610.2113
 CARTERA REFINANCIADA IMPRODUCTIVA,BP AMAZONAS,1469.02972
PROVISIONES CARTERA REESTRUCTURADA,BP AMAZONAS,1956.29914
CARTERA REESTRUCTURADA IMPRODUCTIVA,BP AMAZONAS,1170.86363
 CARTERA ORIGINAL,BP AMAZONAS,224949.85432
COMERCIAL AGREGADA,BP AMAZONAS,110703.91708
CONSUMO AGREGADA,BP AMAZONAS,104158.73932
INMOBILIARIA Y VIVIENDA DE INTERÉS PÚBLICO,BP AMAZONAS,3590.6786
MICROCRÉDITO,BP AMAZONAS,6496.51932
EDUCATIVO,BP AMAZONAS,0.0
CARTERA REFINANCIADA,BP AMAZONAS,7169.34066
COMERCIAL AGREGADA,BP AMAZONAS,1377.44491
CONSUMO AGREGADA,BP AMAZONAS,5791.89575
INMOBILIARIA Y VIVIENDA DE INTERES PÚBLICO,BP AMAZONAS,0.0
MICROCRÉDITO,BP AMAZONAS,0.0
EDUCATIVO,BP AMAZONAS,0.0
CARTERA REESTRUCTURADA,BP AMAZONAS,3640.61005
COMERCIAL AGREGADA,BP AMAZONAS,702.48541
CONSUMO AGREGADA,BP AMAZONAS,2938.12464
INMOBILIARIA Y VIVIENDA DE INTERES PÚBLICO,BP AMAZONAS,0.0
MICROCRÉDITO,BP AMAZONAS,0.0
EDUCATIVO,BP AMAZONAS,0.0
CARTERA BRUTA,BP BANCO COMERCIAL DE MANABI,63050.83156
CARTERA DE CRÉDITOS PRODUCTIVO POR VENCER,BP BANCO COMERCIAL DE MANABI,28905.52847
CARTERA DE CRÉDITOS DE CONSUMO POR VENCER,BP BANCO COMERCIAL DE MANABI,22435.83409
CARTERA DE CRÉDITOS INMOBILIARIO POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO POR VENCER,BP BANCO COMERCIAL DE MANABI,7760.94651
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA POR VENCER,BP BANCO COMERCIAL DE MANABI,427.35755
CARTERA DE CRÉDITOS CONSUMO REFINANCIADA POR VENCER,BP BANCO COMERCIAL DE MANABI,27.3182
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA POR VENCER,BP BANCO COMERCIAL DE MANABI,90.35654
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA POR VENCER,BP BANCO COMERCIAL DE MANABI,14.9172
CARTERA DE CRÉDITOS DE CONSUMO  REESTRUCTURADA POR VENCER,BP BANCO COMERCIAL DE MANABI,12.17674
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA POR VENCER,BP BANCO COMERCIAL DE MANABI,12.72361
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO EDUCATIVO POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCTURADA POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCTURADA POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
PRODUCTIVO POR VENCER,BP BANCO COMERCIAL DE MANABI,170.991
CONSUMO POR VENCER,BP BANCO COMERCIAL DE MANABI,3.56509
INMOBILIARIO POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
MICROCRÉDITO POR VENCER,BP BANCO COMERCIAL DE MANABI,95.17963
DE INVERSIÓN PÚBLICA POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
EDUCATIVO POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
PRODUCTIVO POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
CONSUMO POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
INMOBILIARIO POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
MICROCRÉDITO POR VENCER,BP BANCO COMERCIAL DE MANABI,10.86059
DE INVERSIÓN PÚBLICA POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
EDUCATIVO POR VENCER,BP BANCO COMERCIAL DE MANABI,0.0
TOTAL CARTERA POR VENCER,BP BANCO COMERCIAL DE MANABI,59967.75522
CARTERA DE CRÉDITOS PRODUCTIVO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,111.04926
CARTERA DE CRÉDITOS DE CONSUMO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,1432.51642
CARTERA DE CRÉDITOS INMOBILIARIO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,489.36758
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS DE CONSUMO REFINANCIADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,25.61818
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,35.43626
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS DE CONSUMO REESTRUCTURADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,7.99732
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,8.34464
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO EDUCATIVO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCURADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCURADA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
PRODUCTIVO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CONSUMO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,68.79603
INMOBILIARIO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
MICROCRÉDITO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,48.77525
DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
EDUCATIVO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
PRODUCTIVO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
CONSUMO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,6.84518
INMOBILIARIO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
MICROCRÉDITO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,4.93066
DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
EDUCATIVO QUE NO DEVENGA INTERESES,BP BANCO COMERCIAL DE MANABI,0.0
TOTAL CARTERA QUE NO DEVENGA INTERES,BP BANCO COMERCIAL DE MANABI,2239.67678
CARTERA DE CRÉDITOS PRODUCTIVO VENCIDA,BP BANCO COMERCIAL DE MANABI,163.60817
CARTERA DE CRÉDITOS DE CONSUMO VENCIDA,BP BANCO COMERCIAL DE MANABI,549.06943
CARTERA DE CRÉDITOS INMOBILIARIO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO VENCIDA,BP BANCO COMERCIAL DE MANABI,87.80993
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS DE CONSUMO REFINANCIADA VENCIDA,BP BANCO COMERCIAL DE MANABI,2.69977
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA VENCIDA,BP BANCO COMERCIAL DE MANABI,26.66665
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS DE CONSUMO REESTRUCTURADA VENCIDA,BP BANCO COMERCIAL DE MANABI,1.32054
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA VENCIDA,BP BANCO COMERCIAL DE MANABI,1.20523
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO EDUCATIVO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCTURADA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCTURADA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
PRODUCTIVO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CONSUMO VENCIDA,BP BANCO COMERCIAL DE MANABI,4.28597
INMOBILIARIO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
MICROCRÉDITO VENCIDA,BP BANCO COMERCIAL DE MANABI,4.57817
DE INVERSIÓN PÚBLICA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
EDUCATIVO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
PRODUCTIVO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
CONSUMO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.37681
INMOBILIARIO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
MICROCRÉDITO VENCIDA,BP BANCO COMERCIAL DE MANABI,1.77889
DE INVERSIÓN PÚBLICA VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
EDUCATIVO VENCIDA,BP BANCO COMERCIAL DE MANABI,0.0
TOTAL CARTERA VENCIDA,BP BANCO COMERCIAL DE MANABI,843.39956
(PROVISIONES PARA CRÉDITOS INCOBRABLES),BP BANCO COMERCIAL DE MANABI,-1268.54366
CARTERA POR VENCER INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA POR VENCER PRODUCTIVO NUEVO,BP BANCO COMERCIAL DE MANABI,29518.79422
CARTERA POR VENCER CONSUMO,BP BANCO COMERCIAL DE MANABI,22478.89412
CARTERA POR VENCER INMOBILIARIO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA POR VENCER MICROCRÉDITO,BP BANCO COMERCIAL DE MANABI,7970.06688
CARTERA POR VENCER VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA POR VENCER EDUCATIVO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA POR VENCER INVERSIÓN PÚBLICA,BP BANCO COMERCIAL DE MANABI,0.0
TOTAL CARTERA DE CRÉDITO POR VENCER,BP BANCO COMERCIAL DE MANABI,59967.75522
CARTERA IMPRODUCTIVA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA IMPRODUCTIVA PRODUCTIVO NUEVO,BP BANCO COMERCIAL DE MANABI,274.65743
CARTERA IMPRODUCTIVA CONSUMO,BP BANCO COMERCIAL DE MANABI,2099.52565
CARTERA IMPRODUCTIVA INMOBILIARIO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA IMPRODUCTIVA MICROCRÉDITO,BP BANCO COMERCIAL DE MANABI,708.89326
CARTERA IMPRODUCTIVA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA IMPRODUCTIVA EDUCATIVO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA IMPRODUCTIVA INVERSIÓN PÚBLICA,BP BANCO COMERCIAL DE MANABI,0.0
TOTAL CARTERA IMPRODUCTIVA  (NO DEVENGA INTERESES + VENCIDA),BP BANCO COMERCIAL DE MANABI,3083.07634
CARTERA BRUTA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA BRUTA PRODUCTIVO NUEVO,BP BANCO COMERCIAL DE MANABI,29793.45165
CARTERA BRUTA CONSUMO,BP BANCO COMERCIAL DE MANABI,24578.41977
CARTERA BRUTA INMOBILIARIO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA BRUTA MICROCRÉDITO,BP BANCO COMERCIAL DE MANABI,8678.96014
CARTERA BRUTA VIVIENDA DE INTERÉS SOCIAL Y  PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA BRUTA EDUCATIVO,BP BANCO COMERCIAL DE MANABI,0.0
CARTERA BRUTA INVERSIÓN PÚBLICA,BP BANCO COMERCIAL DE MANABI,0.0
TOTAL DE CRÉDITO CARTERA BRUTA,BP BANCO COMERCIAL DE MANABI,63050.83156
PROVISIONES CARTERA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.41879
PROVISIONES CARTERA PRODUCTIVO NUEVO,BP BANCO COMERCIAL DE MANABI,398.2595
PROVISIONES CARTERA CONSUMO,BP BANCO COMERCIAL DE MANABI,566.20292
PROVISIONES CARTERA INMOBILIARIO,BP BANCO COMERCIAL DE MANABI,0.41879
PROVISIONES CARTERA MICROCRÉDITO,BP BANCO COMERCIAL DE MANABI,274.74385
PROVISIONES CARTERA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIONES CARTERA EDUCATIVO,BP BANCO COMERCIAL DE MANABI,0.00263
PROVISIONES CARTERA INVERSIÓN PÚBLICA,BP BANCO COMERCIAL DE MANABI,0.0
PROV TOT CARTERA REFINANCIADA,BP BANCO COMERCIAL DE MANABI,87.45134
PROV TOT CARTERA REESTRUCTURADA,BP BANCO COMERCIAL DE MANABI,22.34991
(Provisiones para créditos incobrables),BP BANCO COMERCIAL DE MANABI,-1268.54366
(CARTERA DE CRÉDITOS PRODUCTIVO),BP BANCO COMERCIAL DE MANABI,231.13112
PROVISIÓN CARTERA REFINANCIADA PRODUCTIVO,BP BANCO COMERCIAL DE MANABI,4.09387
PROVISIÓN CARTERA REESTRUCTURADA PRODUCTIVO,BP BANCO COMERCIAL DE MANABI,0.29834
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA PRODUCTIVO,BP BANCO COMERCIAL DE MANABI,162.73617
PROVISIONES CARTERA PRODUCTIVO NUEVO,BP BANCO COMERCIAL DE MANABI,398.2595
(CARTERA DE CRÉDITOS DE CONSUMO),BP BANCO COMERCIAL DE MANABI,412.6751
PROVISIÓN CARTERA REFINANCIADA DE CONSUMO,BP BANCO COMERCIAL DE MANABI,25.57155
PROVISIÓN CARTERA REESTRUCTURADA DE CONSUMO,BP BANCO COMERCIAL DE MANABI,15.31926
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CONSUMO,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA CONSUMO,BP BANCO COMERCIAL DE MANABI,112.63701
PROVISIONES CARTERA CONSUMO,BP BANCO COMERCIAL DE MANABI,566.20292
(CARTERA DE CRÉDITOS INMOBILIARIO),BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN CARTERA REFINANCIADA INMOBILIARIO,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN CARTERA REESTRUCTURADA INMOBILIARIO,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA INMOBILIARIO,BP BANCO COMERCIAL DE MANABI,0.41879
PROVISIONES CARTERA INMOBILIARIO,BP BANCO COMERCIAL DE MANABI,0.41879
(CARTERA DE CRÉDITOS PARA MICROCRÉDITO),BP BANCO COMERCIAL DE MANABI,151.16987
PROVISIÓN CARTERA REFINANCIADA MICROCRÉDITO,BP BANCO COMERCIAL DE MANABI,26.10332
PROVISIÓN CARTERA REESTRUCTURADA MICROCRÉDITO,BP BANCO COMERCIAL DE MANABI,9.49894
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE MICROCRÉDITO,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE MICROCRÉDITO,BP BANCO COMERCIAL DE MANABI,87.97172
PROVISIONES CARTERA MICROCRÉDITO,BP BANCO COMERCIAL DE MANABI,274.74385
(CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO),BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN CARTERA REFINANCIADA DE VIVIENDA DE INTERÉS PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN CARTERA REESTRUCTURADA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIONES CARTERA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BANCO COMERCIAL DE MANABI,0.0
(CARTERA DE CRÉDITO EDUCATIVO),BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CRÉDITO EDUCATIVO,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN CARTERA REFINANCIADA EDUCATIVO,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN CARTERA REESTRUCTURADA EDUCATIVO,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE CRÉDITO EDUCATIVO,BP BANCO COMERCIAL DE MANABI,0.00263
PROVISIONES CARTERA EDUCATIVO,BP BANCO COMERCIAL DE MANABI,0.00263
(CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA),BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN CARTERA REFINANCIADA DE INVERSIÓN PÚBLICA,BP BANCO COMERCIAL DE MANABI,0.0
PROVISIÓN CARTERA REESTRUCTURADA DE INVERSIÓN PÚBLICA,BP BANCO COMERCIAL DE MANABI,0.0
